psc_type,portfolio_group,portfolio,psc_code,psc_code_start_date,psc_code_end_date,psc_code_short_name,psc_code_long_name,psc_code_includes,psc_code_excludes,psc_code_notes
Product,Electronic & Communication Equipment,Communication Equipment,5836,10/1/11,,VIDEO RECORDING AND REPRODUCING EQUIPMENT,Video Recording and Reproducing Equipment,,,"This class includes, and is restricted to electronic video equipment such as video monitors, televisions, cameras, printers and recorders/ reproducers used with miscellaneous communication equipment.  Also included is associated equipment such as cleaners, splicers, rewinders, reels and tapes designed for use with video recording-reproducing equipment.  Excluded from the class is photographic type equipment (Group 67), ADP type computer monitors (Group 70), and video equipment which includes radio receivers/transmitters (properly classified in more specific classes in Group 58)."
Product,Electronic & Communication Equipment,Communication Equipment,5850,10/1/11,,VISIBLE AND INVISIBLE LIGHT COMMUNICATION EQUIPMENT,Visible and Invisible Light Communication Equipment,Heliographs.,,"This class includes only communication types  of infrared equipment. Excluded from this class are infrared assemblies, subassemblies, and components  designed specifically for use in fire control systems,  guided missile systems, test and maintenance specialized equipment, night vision equipment, and other  noncommunication types of equipment."
Product,Electronic & Communication Equipment,Communication Equipment,5895,10/1/11,,MISCELLANEOUS COMMUNICATION EQUIPMENT,Miscellaneous Communication Equipment,Modems.,Electronic Countermeasures Equipment.,This class includes miscellaneous communication equipment that is not classified in more specific classes. (See the NOTE for FSG 58.)
Product,Electronic & Communication Equipment,Detection & Coherent Radiation Eq,5840,10/15/78,,"RADAR EQUIPMENT, EXCEPT AIRBORNE","Radar Equipment, Except Airborne",,,Radar assemblies and subassemblies designed  specifically for use with fire control equipment  or guided missiles are excluded from this class and are included in the appropriate classes of group 12  or group 14.
Product,Electronic & Communication Equipment,Detection & Coherent Radiation Eq,5841,10/15/78,,"RADAR EQUIPMENT, AIRBORNE","Radar Equipment, Airborne",,,Radar assemblies and subassemblies designed  specifically for use with fire control equipment or  guided missiles are excluded from this class and are  included in the appropriate classes of group 12 or  group 14.
Product,Electronic & Communication Equipment,Detection & Coherent Radiation Eq,5845,10/15/78,,UNDERWATER SOUND EQUIPMENT,Underwater Sound Equipment,Sonar Equipment; Underwater Listening  Equipment; Sonobuoys; Sonobuoy Launchers; Fathometers; Sonar Equipment.,,This class excludes items specifically designed for fire control sonar systems.
Product,Electronic & Communication Equipment,Detection & Coherent Radiation Eq,5860,10/1/11,,"STIMULATED COHERENT RADIATION DEVICES, COMPONENTS, AND ACCESSORIES","Stimulated Coherent Radiation Devices, Components,  and Accessories",,,"This class includes, and is restricted to,  devices the operation of which is based on principles  involving the stimulated emission of radiation, and to associated components and accessories directly related  to stimulated coherent radiation techniques.  The methods  for producing the radiation are those obtained by LASER  (Light Amplification by Stimulated Emission of Radiation) and by MASER (Microwave and/or Molecular Amplification by  Stimulated Emission of Radiation) techniques.  Only those  items specifically designed for stimulated coherent radiation applications, and having no other application, are to be included in this class.  Assemblies or major systems containing such devices are excluded from this  class."
Product,Electronic & Communication Equipment,Detection & Coherent Radiation Eq,5865,10/1/11,,"ELECTRONIC COUNTERMEASURES, COUNTER-COUNTERMEASURES AND QUICK REACTION CAPABILITY EQUIPMENT","Electronic Countermeasures, Counter-Countermeasures and Quick Reaction Capability Equipment","Electronic Countermeasures, Electronic Counter-Countermeasures, Electronic Support Measures, and Quick Reaction Capability Equipment and components specially designed therefor which are not classifiable elsewhere in the FSC structure.  Excluded from this class are nonelectronic items which are properly classified in more specific classes in accordance with the FSC structure and indexes.",,"This class includes, and is restricted to, passive and active electronic equipment, systems, and subsystems designed to prevent or reduce an enemy's effective use of radiated electromagnetic energy or designed to insure our own effective use of radiated electromagnetic energy."
Product,Electronic & Communication Equipment,Electrical & Electronics Equipment,5905,10/15/78,,RESISTORS,Resistors,Varistors; Resistive Ballast Tubes; Rheostats; Resistor  Networks; Resistor Mounting Hardware; Thermistors.,Resistance Wire.,
Product,Electronic & Communication Equipment,Electrical & Electronics Equipment,5910,10/15/78,,CAPACITORS,Capacitors,Interference Filter Capacitors; Capacitor Mounting Hardware.,Semiconductor Devices and Associated Hardware.,
Product,Electronic & Communication Equipment,Electrical & Electronics Equipment,5915,10/15/78,,FILTERS AND NETWORKS,Filters and Networks,,,"This class includes those filters and networks which consist of a  combination of resistors, capacitors, or coils, but not a combination of resistors  only (classified in 5905). capacitors only (classified in 5910), or coils only  (classified in 5950)."
Product,Electronic & Communication Equipment,Electrical & Electronics Equipment,5920,10/1/11,,"FUSES, ARRESTORS, ABSORBERS, AND PROTECTORS","Fuses, Arresters, Absorbers, and Protectors","Fuseholders; Fuse Boxes; Fuse Posts; Fuse Links; Fuse blocks;  Current Limiters.  Corona Balls, Electrostatic Dischargers.",Circuit Breakers.,
Product,Electronic & Communication Equipment,Electrical & Electronics Equipment,5925,10/15/78,,CIRCUIT BREAKERS,Circuit Breakers,Circuit Breakers and Cutouts.,Relays.,
Product,Electronic & Communication Equipment,Electrical & Electronics Equipment,5930,10/15/78,,SWITCHES,Switches,"Rotary, Knife, Toggle.  Push Button, Mercury, Thermostatic,  and Differential Pressure Switches.",Switchgear.,
Product,Electronic & Communication Equipment,Electrical & Electronics Equipment,5935,10/15/78,,"CONNECTORS, ELECTRICAL","Connectors, Electrical",Plugs; Jacks; Receptacles; Electronic Component Sockets and Associated Accessories.,"Interconnectors, Fiber Optic.",
Product,Electronic & Communication Equipment,Electrical & Electronics Equipment,5940,10/1/11,,"LUGS, TERMINALS, AND TERMINAL STRIPS","Lugs, Terminals, and Terminal Strips",Binding Posts; Battery Clips; Stud Terminals; Test Clips.,"Caps, Electrical; Clips Electrical; and Contacts, Electrical.",
Product,Electronic & Communication Equipment,Electrical & Electronics Equipment,5945,10/15/78,,RELAYS AND SOLENOIDS,Relays and Solenoids,Electromagnetic Actuators.,Contactors.,
Product,Electronic & Communication Equipment,Electrical & Electronics Equipment,5950,10/15/78,,COILS AND TRANSFORMERS,Coils and Transformers,"Coils, except ignition and magneto; coil assemblies; magnetic amplifiers; reactors; transformers.",,
Product,Electronic & Communication Equipment,Electrical & Electronics Equipment,5955,10/1/11,,OSCILLATORS AND PIEZOELECTRIC CRYSTALS,Oscillators and Piezoelectric Crystals,"Crystal Units, Processed Unmounted  Crystals, Crystal Controlled Oscillators and Noncrystal Controlled Oscillators.","Crystal Controlled Oscillators and Noncrystal Controlled Oscillators  which meet the definition of the term. ""electronic module"" as defined for FSC 5963 and Microcircuits.",
Product,Electronic & Communication Equipment,Electrical & Electronics Equipment,5960,10/1/11,,ELECTRON TUBES AND ASSOCIATED HARDWARE,Electron Tubes and Associated Hardware,Rectifying Tubes; Photoelectric Tubes; Electron Vibrator Tubes.,Transistors; Tube Sockets; X-ray Tubes; Semiconductor Devices and Associated Hardware.,
Product,Electronic & Communication Equipment,Electrical & Electronics Equipment,5961,10/1/11,,SEMICONDUCTOR DEVICES AND ASSOCIATED HARDWARE,Semiconductor Devices and Associated Hardware,"Semiconductor Assemblies; Semiconductor Diodes; Semiconductor Rectifiers, Semiconductor Thyristors; Transistors; Unitized Semiconductors; Associated Hardware except Sockets.",Microcircuits; Optoelectronic Devices and Associated Hardware.,
Product,Electronic & Communication Equipment,Electrical & Electronics Equipment,5962,10/15/78,,"MICROCIRCUITS, ELECTRONIC","Microcircuits, Electronic","Integrated Circuit Devices; Integrated Circuit Modules; Integrated Electronic Devices: Hybrid, Magnetic, Molecular, Opto-Electronic, and Thin Film.",Single Circuit Elements such as Capacitors; Resistors; Diodes and Transistors; Printed Circuit Boards and- Circuit Card Assemblies; and Filters and Networks.,"(1) A microcircuit is defined as follows:  A small circuit having  a high equivalent circuit element density, which is considered as a single part  composed of interconnected elements placed and/or formed on or within a single  substrate to perform an electronic circuit function.  The elements may be  on or within a semiconductor material substrate; may consist of conductive film(s) formed on an insulating substrate; or may be a combination of one or both of these types with discrete elements. (2) The term ""microcircuit"", as applied to circuit devices included in this class, is delimited to exclude items consisting  solely of interconnected ""microcomponents"" (discrete miniaturized components).   Also excluded are items fabricated in the form of monolithic thick-film or thin-film structures that in themselves are not functional electronic circuits   (e.g., capacitors, resistors, transistors, or ""arrays"" thereof)."
Product,Electronic & Communication Equipment,Electrical & Electronics Equipment,5963,3/15/80,,ELECTRONIC MODULES,Electronic Modules,,Microcircuits; Electronic Test Equipment Plug-In Units.,"The term ""electronic module"" as used in this class designates an electronic component designed for use in various equipment or end item  applications, and capable of controlling voltage and/or current to produce  gain, oscillation, switching or similar integral electronic functions.  It consists of a collection of miniaturized electronic parts and/or elements in a  single replaceable package with plug-in mounting which will also complete the  required electrical connections.  It is not normally subject to disassembly as  distinguished from such items as CIRCUIT CARD ASSEMBLY and  ELECTRONIC COMPONENTS ASSEMBLY.  These modules conform to  industry or government specifications/standards that define all physical  dimensions and electrical parameters required to promote commonality and  ensure proper operational performance."
Product,Electronic & Communication Equipment,Electrical & Electronics Equipment,5965,10/1/11,,"HEADSETS, HANDSETS, MICROPHONES AND SPEAKERS","Headsets, Handsets, Microphones and Speakers",,,
Product,Electronic & Communication Equipment,Electrical & Electronics Equipment,5970,10/1/11,,ELECTRICAL INSULATORS AND INSULATING MATERIALS,Electrical Insulators and Insulating Materials,"Tube, Knob, Cleat, Strain, and Standoff Insulators; Feed Thru  Insulators; Bead Insulators; Varnish Cambrie Tape; Friction Tape.",,
Product,Electronic & Communication Equipment,Electrical & Electronics Equipment,5975,10/15/78,,ELECTRICAL HARDWARE AND SUPPLIES,Electrical Hardware and Supplies,"Conduit; Raceways; Face Plates; Condulets; Outlet and Junction Boxes; Pole Line Hardware, not elsewhere classifiable.",,
Product,Electronic & Communication Equipment,Electrical & Electronics Equipment,5977,10/1/11,,ELECTRICAL CONTACT BRUSHES AND ELECTRODES,Electrical Contact Brushes and Electrodes,Brushes for electrical rotating equipment; Carbon Stock for Brushes; Brush Arm and Holders; Lighting Electrodes.,"Anodes; Cathodes, Welding Electrodes.",
Product,Electronic & Communication Equipment,Electrical & Electronics Equipment,5980,10/1/11,,OPTOELECTRONIC DEVICES AND ASSOCIATED HARDWARE,Optoelectronic Devices and Associated Hardware,"Optoelectronic devices and assemblies which display numeric, alphanumeric, symbolic, or graphic information emitters, and nondisplay optoelectronic  devices, such as couplers, detectors, and switches which perform an active function in an  electronic system.","Electric lighting fixtures, lamps, and associated hardware.",
Product,Electronic & Communication Equipment,Electrical & Electronics Equipment,5985,10/1/11,,"ANTENNAS, WAVEGUIDES, AND RELATED EQUIPMENT","Antennas, Waveguide, and Related Equip-ment",Aerials; Mast; Tower Equipment; Attenuators; Couplers; Transmission Lines.,Tower Structures.,
Product,Electronic & Communication Equipment,Electrical & Electronics Equipment,5990,10/15/78,,SYNCHROS AND RESOLVERS,Synchros and Resolvers,,Synchro Systems; Servo Mechanisms.,
Product,Electronic & Communication Equipment,Electrical & Electronics Equipment,5995,10/1/11,,"CABLE, CORD, AND WIRE ASSEMBLIES: COMMUNICATION EQUIPMENT","Cable, Cord, and Wire Assemblies: Communication Equipment",,"Cable Assemblies, Fiber Optic","This class includes only those types of cable, cord, and wire  assemblies and sets (and wiring harnesses) used on or  with equipment  and components covered by groups 58 and 59. Cable, cord, wire assemblies,  and sets (wiring harnesses) used on or with equipment classified in FSC groups  other than groups 58 or 59 are classified in FSC class 6150 if multiapplication, or classified with the next higher classifiable assembly if specially designed."
Product,Electronic & Communication Equipment,Electrical & Electronics Equipment,5996,10/1/91,,AMPLIFIERS,Amplifiers,"Audio Amplifiers, Complementary Amplifiers, Amplifiers, Operational Amplifiers, Power Amplifiers, Radio Frequency Amplifiers, Signal Amplifiers, and Video Amplifiers.","Multi-functional items such as Amplifier-Detector, Amplifier-Mixer and microcircuit devices.",
Product,Electronic & Communication Equipment,Electrical & Electronics Equipment,5998,10/1/11,,"ELECTRICAL AND ELECTRONIC ASSEMBLIES, BOARDS, CARDS, AND ASSOCIATED HARDWARE","Electrical and Electronic Assemblies; Boards, Cards, and Associated Hardware",,circuit card and electronic component assemblies which can be identified to a more definitive Approved Item Name.,
Product,Electronic & Communication Equipment,Electrical & Electronics Equipment,5999,10/1/11,,MISCELLANEOUS ELECTRICAL AND ELECTRONIC COMPONENTS,Miscellaneous Electrical and Electronic Components,"Permanent Magnets and Magnetostriction Elements; Caps, Clips, and Contacts, Electrical.",,
Product,Electronic & Communication Equipment,Electrical & Electronics Equipment,6010,2/15/81,,FIBER OPTIC CONDUCTORS,Fiber Optic Conductors,,,Included in this class are bulk discrete fibers.
Product,Electronic & Communication Equipment,Electrical & Electronics Equipment,6015,9/15/80,,FIBER OPTIC CABLES,Fiber Optic Cables,,,Included in this class are one or more discrete fiber optic conductors with  a common protective covering in bulk form.  May include electrical conductors/cables and/or reinforcing material.
Product,Electronic & Communication Equipment,Electrical & Electronics Equipment,6020,10/1/11,,FIBER OPTIC CABLE ASSEMBLIES AND HARNESSES,Fiber Optic Cable Assemblies and Harnesses,,,Included in this class are items used for communication and/or data transmission having one or more fiber optic conductors/cables with processed  end(s) or terminated in fitting(s).  Excluded from this class are items used for illumination and/or image transmission.
Product,Electronic & Communication Equipment,Electrical & Electronics Equipment,6021,10/1/91,,FIBER OPTIC SWITCHES,Fiber Optic Switches,,,Included in this class are switches used for line selection in fiber  optic systems.
